path,emotion,source,intensity,augment_flag
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_page_fear.wav,fear,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0019/Angry/0019_000359.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0005/Sad/0005_001118.wav,sad,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1085_TAI_FEA_XX.wav,fear,CREMA-D,unspecified,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_happy/OAF_cab_happy.wav,happy,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0018/Angry/0018_000519.wav,angry,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_fail_ps.wav,surprise,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0008/Sad/0008_001236.wav,sad,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_read_fear.wav,fear,TESS,normal,False
/kaggle/input/cremad/AudioWAV/1014_TSI_ANG_XX.wav,angry,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0020/Sad/0020_001200.wav,sad,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1060_WSI_HAP_XX.wav,happy,CREMA-D,unspecified,False
/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_20/03-01-03-01-01-01-20.wav,happy,RAVDESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0006/Neutral/0006_000099.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0011/Neutral/0011_000188.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0009/Surprise/0009_001572.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0014/Sad/0014_001172.wav,sad,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1024_WSI_HAP_XX.wav,happy,CREMA-D,unspecified,False
/kaggle/input/cremad/AudioWAV/1008_ITS_HAP_XX.wav,happy,CREMA-D,unspecified,False
/kaggle/input/cremad/AudioWAV/1058_IWL_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_angry/YAF_pain_angry.wav,angry,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0004/Sad/0004_001082.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0002/Neutral/0002_000068.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0008/Angry/0008_000548.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0018/Happy/0018_000706.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0006/Happy/0006_000820.wav,happy,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_angry/OAF_jug_angry.wav,angry,TESS,normal,False
/kaggle/input/cremad/AudioWAV/1068_MTI_ANG_XX.wav,angry,CREMA-D,unspecified,False
/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-07-01-02-02-18.wav,disgust,RAVDESS,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_disgust/OAF_turn_disgust.wav,disgust,TESS,normal,False
/kaggle/input/cremad/AudioWAV/1022_TAI_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/cremad/AudioWAV/1033_TAI_HAP_XX.wav,happy,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0004/Happy/0004_000793.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0012/Surprise/0012_001554.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0020/Angry/0020_000625.wav,angry,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_happy/YAF_dime_happy.wav,happy,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0016/Happy/0016_001025.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0004/Surprise/0004_001617.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0013/Angry/0013_000459.wav,angry,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1089_TAI_ANG_XX.wav,angry,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0009/Angry/0009_000514.wav,angry,ESD,normal,False
/kaggle/input/ravdess-emotional-speech-audio/Actor_18/03-01-06-01-01-02-18.wav,fear,RAVDESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0010/Angry/0010_000668.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0014/Surprise/0014_001602.wav,surprise,ESD,normal,False
/kaggle/input/ravdess-emotional-speech-audio/Actor_14/03-01-08-02-01-01-14.wav,surprise,RAVDESS,strong,False
/kaggle/input/cremad/AudioWAV/1084_MTI_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0015/Surprise/0015_001606.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0002/Angry/0002_000615.wav,angry,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_fear/YAF_sheep_fear.wav,fear,TESS,normal,False
/kaggle/input/cremad/AudioWAV/1037_IWW_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/cremad/AudioWAV/1088_TAI_FEA_XX.wav,fear,CREMA-D,unspecified,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_chief_neutral.wav,neutral,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0008/Surprise/0008_001461.wav,surprise,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_choice_neutral.wav,neutral,TESS,normal,False
/kaggle/input/cremad/AudioWAV/1074_IWW_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0007/Neutral/0007_000145.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0002/Happy/0002_000860.wav,happy,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1042_IWL_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0013/Angry/0013_000636.wav,angry,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1011_TAI_FEA_XX.wav,fear,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0020/Neutral/0020_000004.wav,neutral,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1006_IWL_FEA_XX.wav,fear,CREMA-D,unspecified,False
/kaggle/input/cremad/AudioWAV/1030_IEO_DIS_MD.wav,disgust,CREMA-D,medium,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0011/Surprise/0011_001405.wav,surprise,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1015_TIE_HAP_XX.wav,happy,CREMA-D,unspecified,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_disgust/OAF_near_disgust.wav,disgust,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0020/Happy/0020_001015.wav,happy,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_cab_ps.wav,surprise,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0004/Neutral/0004_000074.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0010/Angry/0010_000569.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0002/Happy/0002_000754.wav,happy,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_disgust/OAF_rag_disgust.wav,disgust,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0016/Neutral/0016_000256.wav,neutral,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_fear/YAF_keg_fear.wav,fear,TESS,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_neutral/OAF_lore_neutral.wav,neutral,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0012/Happy/0012_000901.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0002/Angry/0002_000489.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0005/Angry/0005_000563.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0002/Sad/0002_001083.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0010/Angry/0010_000594.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0012/Neutral/0012_000126.wav,neutral,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1082_TSI_FEA_XX.wav,fear,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0015/Happy/0015_001001.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0014/Angry/0014_000352.wav,angry,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1064_IEO_FEA_MD.wav,fear,CREMA-D,medium,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0006/Sad/0006_001320.wav,sad,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_happy/YAF_life_happy.wav,happy,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0004/Sad/0004_001173.wav,sad,ESD,normal,False
/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_15/03-01-07-02-01-01-15.wav,disgust,RAVDESS,strong,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0014/Happy/0014_000764.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0010/Sad/0010_001100.wav,sad,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1016_IEO_ANG_LO.wav,angry,CREMA-D,low,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_disgust/YAF_have_disgust.wav,disgust,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0018/Sad/0018_001370.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0007/Neutral/0007_000066.wav,neutral,ESD,normal,False
/kaggle/input/ravdess-emotional-speech-audio/Actor_23/03-01-08-01-02-02-23.wav,surprise,RAVDESS,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_neutral/OAF_wife_neutral.wav,neutral,TESS,normal,False
/kaggle/input/ravdess-emotional-speech-audio/Actor_19/03-01-06-01-01-02-19.wav,fear,RAVDESS,normal,False
/kaggle/input/cremad/AudioWAV/1071_TSI_SAD_XX.wav,sad,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0007/Surprise/0007_001536.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0009/Happy/0009_000840.wav,happy,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1016_IEO_SAD_MD.wav,sad,CREMA-D,medium,False
/kaggle/input/cremad/AudioWAV/1042_TSI_NEU_XX.wav,neutral,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0014/Sad/0014_001072.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0011/Angry/0011_000374.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0011/Sad/0011_001281.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0011/Neutral/0011_000074.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0015/Angry/0015_000500.wav,angry,ESD,normal,False
/kaggle/input/ravdess-emotional-speech-audio/Actor_20/03-01-04-02-01-01-20.wav,sad,RAVDESS,strong,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Fear/OAF_voice_fear.wav,fear,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0006/Angry/0006_000437.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0006/Happy/0006_000980.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0004/Surprise/0004_001557.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0005/Angry/0005_000665.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0018/Happy/0018_000806.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0014/Happy/0014_000923.wav,happy,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1048_IWW_FEA_XX.wav,fear,CREMA-D,unspecified,False
/kaggle/input/cremad/AudioWAV/1062_TIE_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_gaze_ps.wav,surprise,TESS,normal,False
/kaggle/input/cremad/AudioWAV/1067_TAI_ANG_XX.wav,angry,CREMA-D,unspecified,False
/kaggle/input/ravdess-emotional-speech-audio/Actor_09/03-01-05-01-01-02-09.wav,angry,RAVDESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0004/Sad/0004_001306.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0011/Neutral/0011_000271.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0007/Angry/0007_000381.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0005/Neutral/0005_000219.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0007/Happy/0007_000967.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0020/Happy/0020_000808.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0018/Happy/0018_000793.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0011/Sad/0011_001330.wav,sad,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1016_IOM_HAP_XX.wav,happy,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0009/Sad/0009_001192.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0018/Surprise/0018_001460.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0006/Happy/0006_000903.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0011/Sad/0011_001111.wav,sad,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1029_ITH_HAP_XX.wav,happy,CREMA-D,unspecified,False
/kaggle/input/ravdess-emotional-speech-audio/Actor_15/03-01-06-01-02-01-15.wav,fear,RAVDESS,normal,False
/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_08/03-01-08-02-01-02-08.wav,surprise,RAVDESS,strong,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0006/Happy/0006_000751.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0013/Sad/0013_001129.wav,sad,ESD,normal,False
/kaggle/input/ravdess-emotional-speech-audio/Actor_20/03-01-07-02-02-01-20.wav,disgust,RAVDESS,strong,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_angry/YAF_kick_angry.wav,angry,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0012/Sad/0012_001345.wav,sad,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1061_IOM_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0002/Happy/0002_000787.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0004/Happy/0004_000883.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0013/Surprise/0013_001494.wav,surprise,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_shack_fear.wav,fear,TESS,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_mob_ps.wav,surprise,TESS,normal,False
/kaggle/input/cremad/AudioWAV/1023_IWW_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/cremad/AudioWAV/1013_TAI_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0016/Neutral/0016_000057.wav,neutral,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1070_MTI_HAP_XX.wav,happy,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0004/Sad/0004_001107.wav,sad,ESD,normal,False
